figure,panel,coordinate_name,coordinate_value,paper_digitized_mv,model_display_mv,residual_mv,display_note
Fig6,a_waveform,time_ms,0.05,-2.6387777749459935e-32,-0.01440892152489843,-0.01440892152489843,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.054000000000000006,3.021345989289043e-28,-0.01440892152489843,-0.01440892152489843,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.05425000000000001,6.7397728043577165e-28,-0.01440892152489843,-0.01440892152489843,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.05450000000000001,1.4306738558644259e-27,-0.01440892152489843,-0.01440892152489843,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.05475,2.9260903043968594e-27,-0.01440892152489843,-0.01440892152489843,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.055,5.8082950795235976e-27,-0.01440892152489843,-0.01440892152489843,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.05525,1.1240679893498731e-26,-0.009721049806148668,-0.009721049806148668,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.0555,2.1270730232965877e-26,-0.002066492532373488,-0.002066492532373488,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.05575,3.942967857078238e-26,0.005448074299977923,0.005448074299977923,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.056,7.16795288560472e-26,0.010752024603057825,0.010752024603057825,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.05625,1.2785654579769872e-25,0.014944724956761767,0.014944724956761767,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.0565,2.237724991751713e-25,0.01945403262598782,0.01945403262598782,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.05675,3.84079851941359e-25,0.02258841415904728,0.02258841415904728,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.057,6.457841128588779e-25,0.02110728214923937,0.02110728214923937,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.05725,1.061693352981291e-24,0.014780440734161576,0.014780440734161576,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.0575,1.7017423307083345e-24,0.007068464471262989,0.007068464471262989,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.05775,2.6472951756897922e-24,0.0008046242520615638,0.0008046242520615638,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.058,3.9679175059809245e-24,-0.0046427041894732,-0.0046427041894732,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.05825,5.6594403820638414e-24,-0.01064856872787294,-0.01064856872787294,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.0585,7.50252286721877e-24,-0.015650428176258852,-0.015650428176258852,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.058750000000000004,8.765856224393379e-24,-0.016500302279040414,-0.016500302279040414,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.059000000000000004,7.617030977496055e-24,-0.012863068403711717,-0.012863068403711717,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.059250000000000004,-4.606781413778532e-37,-0.00789295069671695,-0.00789295069671695,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.059500000000000004,-2.2435254244375577e-23,-0.004185645754638756,-0.004185645754638756,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.059750000000000004,-7.604749106144687e-23,-0.0011113052530772349,-0.0011113052530772349,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.060000000000000005,-1.9170928559077267e-22,0.0028392513118683208,0.0028392513118683208,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.060250000000000005,-4.259460389952816e-22,0.006794710595819786,0.006794710595819786,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.060500000000000005,-8.796076601212608e-22,0.00834343491645852,0.00834343491645852,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.060750000000000005,-1.7285184128437973e-21,0.006814397142931982,0.006814397142931982,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.061,-3.2727340703486963e-21,0.003908705487358112,0.003908705487358112,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.06125,-6.013970419490466e-21,0.0011902180103951405,0.0011902180103951405,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.0615,-1.0774442791485916e-20,-0.0014011039253656573,-0.0014011039253656573,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.06175,-1.887444813018465e-20,-0.004172568546640176,-0.004172568546640176,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.062,-3.2389535702643635e-20,-0.006265634337972546,-0.006265634337972546,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.06225,-5.450875355547371e-20,-0.00650226374827136,-0.00650226374827136,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.0625,-9.000853636614827e-20,-0.004820234036203208,-0.004820234036203208,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.06275,-1.4583342243621265e-19,-0.0020906853475643446,-0.0020906853475643446,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.063,-2.3171892475821017e-19,0.000854167282620544,0.0008541672826205442,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.06325,-3.6067576278134744e-19,0.0032878646670452287,0.003287864667045229,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.0635,-5.489317159625574e-19,0.004367479130272771,0.004367479130272772,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.06375,-8.145216849717689e-19,0.0038513955968211217,0.0038513955968211225,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.064,-1.17300763926122e-18,0.0026789177358141456,0.002678917735814147,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.06425,-1.6276114263175947e-18,0.001885673936083262,0.0018856739360832637,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.0645,-2.149073199404907e-18,0.001269640407209685,0.0012696404072096872,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.06475,-2.637391911933684e-18,0.00021051589775861234,0.00021051589775861497,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.065,-2.8526685141473304e-18,-0.0005412789912277334,-0.0005412789912277306,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.06525,-2.2947337897852066e-18,0.00048461108948712336,0.00048461108948712564,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.0655,1.249116211910021e-31,0.002810667161961697,0.002810667161961697,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.06575,5.792377140349302e-18,0.003808147976323339,0.0038081479763233334,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.066,1.8176085177885212e-17,0.002175098906148037,0.002175098906148019,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.06625,4.241780886618234e-17,5.815835833509846e-05,5.815835833505604e-05,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.0665,8.724675626052893e-17,7.632139522233112e-05,7.632139522224386e-05,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.06675,1.667912761166442e-16,0.0014021362753965285,0.0014021362753963618,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.067,3.0342262564720434e-16,0.0010618530072596067,0.0010618530072593034,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.06725,5.318317893158325e-16,-0.0013308640685396533,-0.0013308640685401852,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.0675,9.047206149358223e-16,-0.002870362484956193,-0.0028703624849570975,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.06775,1.5005056721589206e-15,-0.002006267824502617,-0.0020062678245041177,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.068,2.4333619197250534e-15,-0.0011892750519694704,-0.0011892750519719038,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.06825,3.865687928027171e-15,-0.003035678987848592,-0.003035678987852458,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.0685,6.022515730701088e-15,-0.005890978889056254,-0.005890978889062276,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.06875,9.206297709789196e-15,-0.0059798682330804796,-0.005979868233089686,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.069,1.3808547762467727e-14,-0.003053524379515517,-0.0030535243795293252,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.06925,2.031150323739954e-14,-0.0007662597872108976,-0.0007662597872312092,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.0695,2.9267602232853924e-14,-0.0011762709592464103,-0.0011762709592756779,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.06975,4.1236152057551904e-14,-0.001957328021316384,-0.00195732802135762,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.07,5.664376113548409e-14,-0.0005189621037745526,-0.0005189621038311963,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.07025,7.551615957430391e-14,0.0017136211950325294,0.0017136211949570132,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.07050000000000001,9.700171403939622e-14,0.0016746246459449553,0.0016746246458479537,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.07075000000000001,1.1856855028300198e-13,-0.00023665509504297339,-0.00023665509516154193,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.07100000000000001,1.3470465221728684e-13,-0.0005305402323426874,-0.0005305402324773921,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.07125000000000001,1.3488040364416045e-13,0.0021109155509514846,0.0021109155508166042,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.07150000000000001,1.0044295527336358e-13,0.004894720430287338,0.004894720430186895,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.07175000000000001,-9.11100065238523e-27,0.005048803055804861,0.005048803055804861,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.07200000000000001,-2.1728174933465607e-13,0.0034295281042715613,0.003429528104488843,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.07225000000000001,-6.31184595043479e-13,0.0025043187984126344,0.002504318799043819,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.07250000000000001,-1.3636216745807143e-12,0.002667702247809083,0.0026677022491727047,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.07275000000000001,-2.5964775832688036e-12,0.002667228104959414,0.002667228107555892,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.07300000000000001,-4.595134660399916e-12,0.002515729714912977,0.0025157297195081115,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.07325000000000001,-7.738601744350613e-12,0.0035126521690302943,0.003512652176768896,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.07350000000000001,-1.2556784791455381e-11,0.005543090593808665,0.00554309060636545,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.07375000000000001,-1.977462550972827e-11,0.006543576185554145,0.00654357620532877,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.07400000000000001,-3.0361347751328164e-11,0.005065355328949091,0.005065355359310439,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.07425000000000001,-4.5580568268215095e-11,0.0016244692648622386,0.0016244693104428068,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.07450000000000001,-6.703312133301951e-11,-0.002928518728992118,-0.002928518661958997,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.07475000000000001,-9.667856991839907e-11,-0.008431526909852613,-0.008431526813174044,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.07500000000000001,-1.3681285718475279e-10,-0.013806345823525535,-0.013806345686712677,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.07525000000000001,-1.899675963637122e-10,-0.016319739544178157,-0.01631973935421056,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.07550000000000001,-2.586802136084586e-10,-0.014262746475907329,-0.014262746217227115,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.07575000000000001,-3.450626171106568e-10,-0.009269028645251842,-0.009269028300189225,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.07600000000000001,-4.5006840211518916e-10,-0.004167334431949187,-0.0041673339818807855,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.07625,-5.723241832520068e-10,0.0005065741044720387,0.000506574676796222,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.0765,-7.063493230545406e-10,0.005633080992445283,0.005633081698794605,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.07675,-8.399407843791124e-10,0.009842722655931824,0.009842723495872608,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.077,-9.504480724408028e-10,0.009838394262651286,0.009838395213099359,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.07725,-9.996111751237197e-10,0.005096570680030955,0.00509657167964213,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.0775,-9.265886752669538e-10,-0.0005683314912666106,-0.0005683305646779353,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.07775,-6.387740085153639e-10,-0.0037260082067524184,-0.00372600756797841,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.078,2.8096389362850664e-23,-0.005181960829844146,-0.005181960829844146,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.07825,1.184214160805138e-09,-0.006813671175805337,-0.0068136723600194975,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.0785,3.1845862454426977e-09,-0.006786599630885076,-0.006786602815471322,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.07875,6.369130438292426e-09,-0.0016514103078217974,-0.0016514166769522358,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.079,1.1226915355603827e-08,0.007483893095255206,0.00748388186833985,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.07925,1.8393472912573772e-08,0.014992287894929561,0.014992269501456648,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.0795,2.86759367900508e-08,0.017789516800287317,0.01778948812435053,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.07975,4.307479227981559e-08,0.018512760281559723,0.018512717206767445,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.08,6.279754007139959e-08,0.019554847881906406,0.019554785084366335,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.08025,8.925756473534122e-08,0.01752497348507637,0.017524884227511636,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.0805,1.2404902241471112e-07,0.007687357357652727,0.007687233308630312,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.08075,1.6888562150581075e-07,-0.00781066400318795,-0.007810832888809456,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.081,2.2548781329981835e-07,-0.020716009398566562,-0.020716234886379862,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.08125,2.953992534553728e-07,-0.025774910391399265,-0.02577520579065272,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.0815,3.7970964750872687e-07,-0.024985335368634197,-0.024985715078281706,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.08175,4.786575771445289e-07,-0.021841951657112654,-0.021842430314689798,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.082,5.910840800840485e-07,-0.015765910018150527,-0.01576650110223061,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
Fig6,a_waveform,time_ms,0.08225,7.137062459356953e-07,-0.005241918748358711,-0.005242632454604646,Model display column is normalized to the Fig. 6(a) printed mV axis; model_unscaled_mv remains in model_waveform_fig6.csv.
