time_us,pressure_kpa,frequency_mhz,spectrum_mpa,source
1.7640000000000002,-23.975397742362247,0.49,1.3342515889906916,visual_digitization_fig4
1.7730000000000001,-25.63942229388295,0.4925,1.3410494968598876,visual_digitization_fig4
1.7820000000000003,-27.274660484801558,0.495,1.3475905548140064,visual_digitization_fig4
1.7910000000000001,-28.8788168486784,0.4975,1.3538706726598195,visual_digitization_fig4
1.8000000000000003,-30.44964678529611,0.5,1.3598859102614762,visual_digitization_fig4
1.8090000000000002,-31.98496070895588,0.5025000000000001,1.3656324816477154,visual_digitization_fig4
1.8180000000000003,-33.4826280802096,0.505,1.3711067589702117,visual_digitization_fig4
1.8270000000000002,-34.94058131174547,0.5075000000000001,1.3763052763072186,visual_digitization_fig4
1.8360000000000003,-36.356819539452786,0.51,1.3812247333068755,visual_digitization_fig4
1.8450000000000002,-37.7294122500194,0.5125,1.385861998664771,visual_digitization_fig4
1.8540000000000003,-39.056502756768936,0.515,1.390214113430568,visual_digitization_fig4
1.8630000000000002,-40.33631151581737,0.5175,1.3942782941387517,visual_digitization_fig4
1.8720000000000003,-41.567139275025035,0.52,1.3980519357588046,visual_digitization_fig4
1.8810000000000002,-42.74737004863291,0.5225,1.4015326144603524,visual_digitization_fig4
1.8900000000000001,-43.87547391090669,0.525,1.4047180901891196,visual_digitization_fig4
1.8990000000000002,-44.950009602561416,0.5275,1.4076063090497757,visual_digitization_fig4
1.9080000000000001,-45.96962694420682,0.53,1.4101954054920551,visual_digitization_fig4
1.9170000000000003,-46.93306905153603,0.5325,1.4124837042968086,visual_digitization_fig4
1.9260000000000002,-47.83917434747414,0.535,1.4144697223589418,visual_digitization_fig4
1.9350000000000003,-48.68687836701389,0.5375,1.4161521702644952,visual_digitization_fig4
1.9440000000000002,-49.47521535098249,0.54,1.4175299536594255,visual_digitization_fig4
1.9530000000000003,-50.20331962551525,0.5425,1.4186021744079473,visual_digitization_fig4
1.9620000000000002,-50.87042676454798,0.545,1.4193681315386282,visual_digitization_fig4
1.9710000000000003,-51.47587453318626,0.5475,1.419827321976716,visual_digitization_fig4
1.9800000000000002,-52.01910361036036,0.55,1.4199794410615285,visual_digitization_fig4
1.9890000000000003,-52.499658089730566,0.5525,1.4198243828480317,visual_digitization_fig4
1.9980000000000002,-52.91718575836593,0.555,1.4193622401920682,visual_digitization_fig4
2.007,-53.27143815328116,0.5575,1.4185933046190138,visual_digitization_fig4
2.016,-53.56227039647651,0.56,1.417518065975976,visual_digitization_fig4
2.0250000000000004,-53.78964080968692,0.5625,1.4161372118679543,visual_digitization_fig4
2.0340000000000003,-53.953610310604255,0.5650000000000001,1.4144516268787177,visual_digitization_fig4
2.043,-54.054341592891696,0.5675,1.4124623915774717,visual_digitization_fig4
2.052,-54.09209809285906,0.5700000000000001,1.4101707813127053,visual_digitization_fig4
2.0610000000000004,-54.067242746211996,0.5725,1.4075782647949204,visual_digitization_fig4
2.0700000000000003,-53.980236538824315,0.5750000000000001,1.4046865024702675,visual_digitization_fig4
2.079,-53.831636856010576,0.5775,1.4014973446874102,visual_digitization_fig4
2.088,-53.62209563529411,0.58,1.398012829660249,visual_digitization_fig4
2.0970000000000004,-53.35235732817189,0.5825,1.3942351812294296,visual_digitization_fig4
2.1060000000000003,-53.02325667687238,0.585,1.3901668064258639,visual_digitization_fig4
2.115,-52.63571631258208,0.5875,1.385810292839753,visual_digitization_fig4
2.124,-52.190744182082874,0.59,1.3811684057989182,visual_digitization_fig4
2.1330000000000005,-51.689430810190004,0.5925,1.3762440853604727,visual_digitization_fig4
2.1420000000000003,-51.13294640581353,0.595,1.3710404431201748,visual_digitization_fig4
2.1510000000000002,-50.522537819877265,0.5975,1.3655607588440182,visual_digitization_fig4
2.16,-49.85952536372341,0.6,1.3598084769268926,visual_digitization_fig4
2.169,-49.145299497001105,0.6025,1.3537872026833653,visual_digitization_fig4
2.1780000000000004,-48.38131739438672,0.605,1.3475006984758657,visual_digitization_fig4
2.1870000000000003,-47.569099400808305,0.6075,1.3409528796857801,visual_digitization_fig4
2.196,-46.7102253851461,0.61,1.3341478105331548,visual_digitization_fig4
2.205,-45.80633100265499,0.6125,1.3270896997509138,visual_digitization_fig4
2.2140000000000004,-44.85910387659979,0.615,1.319782896119677,visual_digitization_fig4
2.2230000000000003,-43.870279709811584,0.6175,1.3122318838694296,visual_digitization_fig4
2.232,-42.841638337058775,0.62,1.304441277954476,visual_digitization_fig4
2.241,-41.774999729283394,0.6225,1.2964158192082251,visual_digitization_fig4
2.2500000000000004,-40.672219960873505,0.625,1.2881603693845272,visual_digitization_fig4
2.2590000000000003,-39.535187151232755,0.6275000000000001,1.279679906092382,visual_digitization_fig4
2.2680000000000002,-38.3658173919603,0.63,1.2709795176309588,visual_digitization_fig4
2.277,-37.16605067097283,0.6325000000000001,1.2620643977319608,visual_digitization_fig4
2.2860000000000005,-35.93784680487951,0.635,1.2529398402164682,visual_digitization_fig4
2.2950000000000004,-34.68318139086391,0.6375000000000001,1.2436112335734442,visual_digitization_fig4
2.3040000000000003,-33.4040417892275,0.64,1.2340840554671677,visual_digitization_fig4
2.313,-32.10242314761603,0.6425,1.224363867180896,visual_digitization_fig4
2.322,-30.780324477768772,0.645,1.214456308004095,visual_digitization_fig4
2.3310000000000004,-29.43974479541432,0.6475,1.2043670895706018,visual_digitization_fig4
2.3400000000000003,-28.082679333676506,0.65,1.1941019901550785,visual_digitization_fig4
2.349,-26.71111584004988,0.6525,1.183666848935145,visual_digitization_fig4
2.358,-25.3270309666643,0.655,1.1730675602265226,visual_digitization_fig4
2.3670000000000004,-23.932386763169546,0.6575,1.1623100676985256,visual_digitization_fig4
2.3760000000000003,-22.529127281146963,0.66,1.1514003585771821,visual_digitization_fig4
2.3850000000000002,-21.11917529848576,0.6625,1.1403444578432225,visual_digitization_fig4
2.394,-19.704429171658195,0.665,1.1291484224321018,visual_digitization_fig4
2.4030000000000005,-18.28675982327918,0.6675,1.117818335443171,visual_digitization_fig4
2.4120000000000004,-16.86800787175682,0.67,1.1063603003649944,visual_digitization_fig4
2.4210000000000003,-15.449980909219535,0.6725,1.0947804353237618,visual_digitization_fig4
2.43,-14.03445093325831,0.675,1.083084867361593,visual_digitization_fig4
2.4390000000000005,-12.623151937337846,0.6775,1.071279726751468,visual_digitization_fig4
2.4480000000000004,-11.217777664022675,0.68,1.0593711413553513,visual_digitization_fig4
2.4570000000000003,-9.819979524427428,0.6825,1.0473652310319916,visual_digitization_fig4
2.466,-8.431364686546441,0.685,1.0352681021007046,visual_digitization_fig4
2.475,-7.05349433434032,0.6875,1.02308584186734,visual_digitization_fig4
2.4840000000000004,-5.687882098670428,0.6900000000000001,1.0108245132184517,visual_digitization_fig4
2.4930000000000003,-4.335992660372475,0.6925,0.9984901492895679,visual_digitization_fig4
2.5020000000000002,-2.999240524956136,0.6950000000000001,0.9860887482132693,visual_digitization_fig4
2.511,-1.6789889676152019,0.6975,0.9736262679526555,visual_digitization_fig4
2.5200000000000005,-0.3765491464305668,0.7000000000000001,0.9611086212255774,visual_digitization_fig4
2.5290000000000004,0.9068206191396387,0.7025,0.948541670524885,visual_digitization_fig4
2.5380000000000003,2.1699154081651693,0.705,0.9359312232397425,visual_digitization_fig4
2.547,3.411584100978258,0.7075,0.9232830268829118,visual_digitization_fig4
2.5560000000000005,4.630729629901657,0.71,0.910602764428743,visual_digitization_fig4
2.5650000000000004,5.8263090838293605,0.7125,0.897896049766427,visual_digitization_fig4
2.5740000000000003,6.997333673178762,0.715,0.8851684232729383,visual_digitization_fig4
2.583,8.142868562347154,0.7175,0.8724253475099057,visual_digitization_fig4
2.5920000000000005,9.262032577375546,0.72,0.85967220304854,visual_digitization_fig4
2.6010000000000004,10.353997797035522,0.7225,0.8469142844265677,visual_digitization_fig4
2.6100000000000003,11.417989036013196,0.725,0.8341567962410334,visual_digitization_fig4
2.619,12.45328322925627,0.7275,0.8214048493806723,visual_digitization_fig4
2.628,13.459208726879131,0.73,0.8086634574014917,visual_digitization_fig4
2.6370000000000005,14.435144509277704,0.7325,0.795937533049069,visual_digitization_fig4
2.6460000000000004,15.380519332288237,0.735,0.7832318849310449,visual_digitization_fig4
2.6550000000000002,16.294810812333374,0.7375,0.7705512143431917,visual_digitization_fig4
2.664,17.177544461526004,0.74,0.7579001122524512,visual_digitization_fig4
2.6730000000000005,18.02829268265314,0.7425,0.7452830564402881,visual_digitization_fig4
2.6820000000000004,18.846673733830478,0.745,0.7327044088097577,visual_digitization_fig4
2.6910000000000003,19.632350672409338,0.7475,0.720168412859711,visual_digitization_fig4
2.7,20.385030287426382,0.75,0.7076791913296581,visual_digitization_fig4
2.7090000000000005,21.104462029521624,0.7525000000000001,0.6952407440189162,visual_digitization_fig4
2.7180000000000004,21.790436946806377,0.755,0.6828569457838332,visual_digitization_fig4
2.7270000000000003,22.442786634650016,0.7575000000000001,0.6705315447170561,visual_digitization_fig4
2.736,23.061382206770887,0.76,0.6582681605130817,visual_digitization_fig4
2.745,23.646133294372344,0.7625000000000001,0.6460702830245811,visual_digitization_fig4
2.7540000000000004,24.196987079361094,0.765,0.633941271014368,visual_digitization_fig4
2.7630000000000003,24.713927366929717,0.7675000000000001,0.6218843511082309,visual_digitization_fig4
2.7720000000000002,25.19697370198586,0.77,0.6099026169543464,visual_digitization_fig4
2.781,25.64618053307219,0.7725,0.597999028595464,visual_digitization_fig4
2.7900000000000005,26.061636426554912,0.775,0.5861764120606547,visual_digitization_fig4
2.7990000000000004,26.443463332969177,0.7775,0.5744374591840472,visual_digitization_fig4
2.8080000000000003,26.791815906509857,0.78,0.562784727658674,visual_digitization_fig4
2.817,27.106880877750065,0.7825,0.5512206413343466,visual_digitization_fig4
2.8260000000000005,27.388876478772346,0.785,0.5397474907692958,visual_digitization_fig4
2.8350000000000004,27.638051919012362,0.7875,0.5283674340462496,visual_digitization_fig4
2.8440000000000003,27.85468690925582,0.79,0.5170824978645625,visual_digitization_fig4
2.853,28.03909123040234,0.7925,0.5058945789210684,visual_digitization_fig4
2.8620000000000005,28.19160434282666,0.795,0.4948054455933782,visual_digitization_fig4
2.8710000000000004,28.31259503143329,0.7975,0.48381673994048796,visual_digitization_fig4
2.8800000000000003,28.402461080827795,0.8,0.47292998003667913,visual_digitization_fig4
2.8890000000000002,28.461628974419106,0.8025,0.46214656265586157,visual_digitization_fig4
2.898,28.49055361073448,0.805,0.4514677663246174,visual_digitization_fig4
2.9070000000000005,28.48971802977409,0.8075,0.44089475476330764,visual_digitization_fig4
2.9160000000000004,28.459633141864046,0.81,0.4304285807355762,visual_digitization_fig4
2.9250000000000003,28.40083745118781,0.8125,0.4200701903274825,visual_digitization_fig4
2.934,28.313896765991,0.8150000000000001,0.409820427678151,visual_digitization_fig4
2.9430000000000005,28.199403887365566,0.8175,0.39968004018430187,visual_digitization_fig4
2.9520000000000004,28.057978268528487,0.8200000000000001,0.38964968420112134,visual_digitization_fig4
2.9610000000000003,27.89026563661668,0.8225,0.379729931261683,visual_digitization_fig4
2.97,27.696937569225156,0.8250000000000001,0.36992127483632076,visual_digitization_fig4
2.9790000000000005,27.478691018215827,0.8275,0.36022413765198696,visual_digitization_fig4
2.9880000000000004,27.236247773718613,0.8300000000000001,0.35063887958946377,visual_digitization_fig4
2.9970000000000003,26.97035386172943,0.8325,0.3411658061733093,visual_digitization_fig4
3.0060000000000002,26.68177886927806,0.835,0.3318051776653331,visual_digitization_fig4
3.0150000000000006,26.371315191785158,0.8375,0.3225572187671758,visual_digitization_fig4
3.0240000000000005,26.039777197946457,0.84,0.31342212893091886,visual_digitization_fig4
